mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
3	3	10	10	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	20											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	21											
3	3	11	11	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	22											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	23											
3	3	8	8	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	24		articStaccatoAbove									
3	3	17/2	17/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	25		articStaccatoAbove									
3	3	19/2	19/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	26		articStaccatoBelow									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	27		articStaccatoAbove									
3	3	11	11	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	28		articTenutoBelow									
4	4	12	12	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	29											
4	4	25/2	25/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	30											
4	4	13	13	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	31											
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	32											
4	4	14	14	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	33											
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	34											
4	4	15	15	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	35											
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	36											
4	4	12	12	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	37		articStaccatoAbove									
4	4	25/2	25/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	38		articStaccatoAbove									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	39		articStaccatoBelow									
4	4	29/2	29/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	40		articStaccatoAbove									
4	4	15	15	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	41		articStaccatoAbove									
4	4	31/2	31/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	42		articStaccatoAbove									
5	5	16	16	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	43											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	44											
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	45											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	46											
5	5	18	18	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	47											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	48											
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	49											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	50											
5	5	16	16	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	51		articMarcatoAbove							0		
5	5	18	18	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	52											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	53											
6	6	20	20	0.0	0	0	StaffText	2/2	1	1	0						<i>molto rit.</i>								
6	6	20	20	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	54											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	55											
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	56											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	57											
6	6	22	22	0.0	1/2	1/2	StaffText	2/2	1	1	0						<i>smorzando</i>								
6	6	22	22	0.0	1/2	1/2	Spanner	2/2	1	1	0													0	
6	6	22	22	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	58										0	
6	6	45/2	45/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	59										0	
6	6	23	23	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	60										0	
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	61										0	
6	6	20	20	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	62		articMarcatoAbove							1		
6	6	22	22	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	63									1		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	64									1		
7	7	24	24	0.0	0	0	Dynamic	2/2	1	1	0				pp										
7	7	24	24	0.0	0	0	Spanner	2/2	1	1	0														
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	65											
7	7	25	25	0.0	1/4	1/4	StaffText	2/2	1	1	0						<i>a tempo</i>								
7	7	25	25	0.0	1/4	1/4	Dynamic	2/2	1	1	0				p										
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	66		articAccentAbove									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	67		articStaccatoAbove									
7	7	26	26	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	68		articStaccatoBelow									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	69		articStaccatoBelow									
7	7	27	27	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	70		articStaccatoBelow									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	71		articStaccatoBelow									
7	7	24	24	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	72											
7	7	25	25	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	73		articAccentBelow									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	74		articStaccatoBelow									
7	7	26	26	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	75		articStaccatoAbove									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	76		articStaccatoAbove									
7	7	27	27	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	77		articStaccatoAbove									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	78		articStaccatoAbove									
8	8	28	28	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	79		articTenutoBelow									
8	8	29	29	0.0	1/4	1/4	Spanner	2/2	1	1	0														0
8	8	29	29	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	80		articAccentAbove							2		0
8	8	117/4	117/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	81									2		0
8	8	59/2	59/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	82									2		0
8	8	119/4	119/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	83									2		0
8	8	30	30	0.0	1/2	1/2	Spanner	2/2	1	1	0														
8	8	30	30	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	84		articTenutoAbove									
8	8	31	31	0.0	3/4	3/4	Spanner	2/2	1	1	0														1
8	8	31	31	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	85		articAccentAbove							3		1
8	8	125/4	125/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	86									3		1
8	8	63/2	63/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	87									3		1
8	8	127/4	127/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	88									3		1
8	8	28	28	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	89		articTenutoAbove									
8	8	29	29	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	90									4		
8	8	30	30	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	91		articTenutoAbove									
8	8	31	31	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	92									5		
9	9	32	32	0.0	0	0	Spanner	2/2	1	1	0														
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	93		articTenutoAbove									
9	9	33	33	0.0	1/4	1/4	Spanner	2/2	1	1	0														2
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	94		articStaccatoAbove									2
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	95		articStaccatoAbove									2
9	9	34	34	0.0	1/2	1/2	Spanner	2/2	1	1	0														
9	9	34	34	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	96									6		
9	9	69/2	69/2	0.0	5/8	5/8	Spanner	2/2	1	1	0													1	
9	9	69/2	69/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	97										1	
9	9	35	35	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	98		articStaccatoBelow								1	
9	9	71/2	71/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	99		articStaccatoBelow								1	
9	9	32	32	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	100		articTenutoAbove									
9	9	34	34	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	101									7		
10	10	36	36	0.0	0	0	Spanner	3/2	1	1	0														
10	10	36	36	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	102		articTenutoBelow									
10	10	37	37	0.25	1/4	1/4	Chord	3/2	1	1	1/16	1/16	1	103									8		
10	10	149/4	149/4	0.25	5/16	5/16	Chord	3/2	1	1	1/16	1/16	1	104									8		
10	10	75/2	75/2	0.25	3/8	3/8	Chord	3/2	1	1	1/16	1/16	1	105									8		
10	10	151/4	151/4	0.25	7/16	7/16	Chord	3/2	1	1	1/16	1/16	1	106									8		
10	10	38	38	0.0	1/2	1/2	StaffText	3/2	1	1	0						<i>poco cresc.</i>								
10	10	38	38	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	107											
10	10	39	39	0.0	3/4	3/4	Spanner	3/2	1	1	0														3
10	10	39	39	0.25	3/4	3/4	Chord	3/2	1	1	1/16	1/16	1	108									9		3
10	10	157/4	157/4	0.25	13/16	13/16	Chord	3/2	1	1	1/16	1/16	1	109									9		3
10	10	79/2	79/2	0.25	7/8	7/8	Chord	3/2	1	1	1/16	1/16	1	110									9		3
10	10	159/4	159/4	0.25	15/16	15/16	Chord	3/2	1	1	1/16	1/16	1	111									9		3
10	10	40	40	0.0	1	1	Spanner	3/2	1	1	0														
10	10	40	40	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	112		articTenutoAbove									
10	10	41	41	0.0	5/4	5/4	Spanner	3/2	1	1	0														4
10	10	41	41	0.25	5/4	5/4	Chord	3/2	1	1	1/16	1/16	1	113									10		4
10	10	165/4	165/4	0.25	21/16	21/16	Chord	3/2	1	1	1/16	1/16	1	114									10		4
10	10	83/2	83/2	0.25	11/8	11/8	Chord	3/2	1	1	1/16	1/16	1	115									10		4
10	10	167/4	167/4	0.25	23/16	23/16	Chord	3/2	1	1	1/16	1/16	1	116									10		4
10	10	36	36	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	117											
10	10	38	38	0.25	1/2	1/2	Chord	3/2	2	1	1/16	1/16	1	118		articAccentBelow							11		
10	10	153/4	153/4	0.25	9/16	9/16	Chord	3/2	2	1	1/16	1/16	1	119									11		
10	10	77/2	77/2	0.25	5/8	5/8	Chord	3/2	2	1	1/16	1/16	1	120									11		
10	10	155/4	155/4	0.25	11/16	11/16	Chord	3/2	2	1	1/16	1/16	1	121											
10	10	40	40	0.25	1	1	Chord	3/2	2	1	1/16	1/16	1	122		articAccentAbove							12		
10	10	161/4	161/4	0.25	17/16	17/16	Chord	3/2	2	1	1/16	1/16	1	123									12		
10	10	81/2	81/2	0.25	9/8	9/8	Chord	3/2	2	1	1/16	1/16	1	124									12		
10	10	163/4	163/4	0.25	19/16	19/16	Chord	3/2	2	1	1/16	1/16	1	125											
11	11	42	42	0.0	0	0	Dynamic	2/2	1	1	0				sf										
11	11	42	42	0.0	0	0	Spanner	2/2	1	1	0														
11	11	42	42	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	126		articTenutoAbove									
11	11	43	43	0.0	1/4	1/4	StaffText	2/2	1	1	0						<i>poco</i>								
11	11	43	43	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	127		articStaccatoAbove									
11	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	128		articStaccatoAbove									
11	11	44	44	0.0	1/2	1/2	Dynamic	2/2	1	1	0				f										
11	11	44	44	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	129		articStaccatoAbove									
11	11	89/2	89/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	130		articStaccatoAbove									
11	11	45	45	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	131		articStaccatoAbove									
11	11	91/2	91/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	132		articStaccatoAbove									
11	11	42	42	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	133		articAccentAbove									
11	11	43	43	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	134		articStaccatoAbove									
11	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	135		articStaccatoAbove									
11	11	44	44	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	136		articStaccatoAbove									
11	11	89/2	89/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	137		articStaccatoAbove									
11	11	45	45	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	138		articStaccatoAbove									
11	11	91/2	91/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	139		articStaccatoAbove									
12	12	46	46	0.0	0	0	Spanner	2/2	1	1	0														5
12	12	46	46	0.16666666666666666	0	0	Chord	2/2	1	1	1/24	1/16	2/3	140		articAccentAbove							13		5
12	12	277/6	277/6	0.16666666666666666	1/24	1/24	Chord	2/2	1	1	1/24	1/16	2/3	141									13		5
12	12	139/3	139/3	0.0	1/12	1/12	Spanner	2/2	1	1	0														
12	12	139/3	139/3	0.6666666666666666	1/12	1/12	Chord	2/2	1	1	1/6	1/4	2/3	142		articMarcatoAbove									
12	12	47	47	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	143		articStaccatoAbove									
12	12	95/2	95/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	144		articStaccatoAbove									
12	12	48	48	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	145		articStaccatoAbove									
12	12	97/2	97/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	146		articStaccatoAbove									
12	12	49	49	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	147		articStaccatoAbove									
12	12	99/2	99/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	148		articStaccatoAbove									
12	12	46	46	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	149		articAccentAbove									
12	12	47	47	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	150		articStaccatoAbove									
12	12	95/2	95/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	151		articStaccatoAbove									
12	12	48	48	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	152		articStaccatoAbove									
12	12	97/2	97/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	153		articStaccatoAbove									
12	12	49	49	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	154		articStaccatoAbove									
12	12	99/2	99/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	155		articStaccatoAbove									
13	13	50	50	0.0	0	0	StaffText	2/2	1	1	0						<i>cresc.</i>								
13	13	50	50	0.0	0	0	Spanner	2/2	1	1	0														6
13	13	50	50	0.16666666666666666	0	0	Chord	2/2	1	1	1/24	1/16	2/3	156		articAccentAbove							14		6
13	13	301/6	301/6	0.16666666666666666	1/24	1/24	Chord	2/2	1	1	1/24	1/16	2/3	157									14		6
13	13	151/3	151/3	0.6666666666666666	1/12	1/12	Chord	2/2	1	1	1/6	1/4	2/3	158		articMarcatoAbove									6
13	13	51	51	0.0	1/4	1/4	Spanner	2/2	1	1	0														
13	13	51	51	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	159		articStaccatoAbove									
13	13	103/2	103/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	160		articStaccatoAbove									
13	13	52	52	0.0	1/2	1/2	Spanner	2/2	1	1	0														7
13	13	52	52	0.16666666666666666	1/2	1/2	Chord	2/2	1	1	1/24	1/16	2/3	161		articAccentAbove							15		7
13	13	313/6	313/6	0.16666666666666666	13/24	13/24	Chord	2/2	1	1	1/24	1/16	2/3	162									15		7
13	13	157/3	157/3	0.6666666666666666	7/12	7/12	Chord	2/2	1	1	1/6	1/4	2/3	163		articMarcatoAbove									7
13	13	53	53	0.0	3/4	3/4	Spanner	2/2	1	1	0														
13	13	53	53	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	164		articStaccatoAbove									
13	13	107/2	107/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	165		articStaccatoAbove									
13	13	50	50	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	166		articAccentBelow									
13	13	51	51	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	167		articStaccatoAbove									
13	13	103/2	103/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	168		articStaccatoAbove									
13	13	52	52	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	169		articAccentBelow									
13	13	53	53	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	170		articStaccatoBelow									
13	13	107/2	107/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	171		articStaccatoBelow									
14	14	54	54	0.0	0	0	Spanner	2/2	1	1	0														8
14	14	54	54	0.16666666666666666	0	0	Chord	2/2	1	1	1/24	1/16	2/3	172		articAccentAbove							16		8
14	14	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	2/2	1	1	1/24	1/16	2/3	173									16		8
14	14	163/3	163/3	0.6666666666666666	1/12	1/12	Chord	2/2	1	1	1/6	1/4	2/3	174		articMarcatoAbove									8
14	14	55	55	0.0	1/4	1/4	Spanner	2/2	1	1	0														
14	14	55	55	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	175		articStaccatoAbove									
14	14	111/2	111/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	176		articStaccatoAbove									
14	14	56	56	0.0	1/2	1/2	Spanner	2/2	1	1	0														9
14	14	56	56	0.16666666666666666	1/2	1/2	Chord	2/2	1	1	1/24	1/16	2/3	177		articAccentAbove							17		9
14	14	337/6	337/6	0.16666666666666666	13/24	13/24	Chord	2/2	1	1	1/24	1/16	2/3	178									17		9
14	14	169/3	169/3	0.6666666666666666	7/12	7/12	Chord	2/2	1	1	1/6	1/4	2/3	179		articMarcatoAbove									9
14	14	57	57	0.0	3/4	3/4	StaffText	2/2	1	1	0						<i>dim.</i>								
14	14	57	57	0.0	3/4	3/4	Spanner	2/2	1	1	0														
14	14	57	57	0.0	3/4	3/4	Spanner	2/2	1	1	0													2	
14	14	57	57	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	180		articAccentAbove								2	
14	14	115/2	115/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	181		articStaccatoAbove								2	
14	14	54	54	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	182		articAccentBelow									
14	14	55	55	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	183		articStaccatoBelow									
14	14	111/2	111/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	184		articStaccatoBelow									
14	14	56	56	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	185									18		
14	14	57	57	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	186											
15	15	58	58	0.0	0	0	Spanner	2/2	1	1	0														
15	15	58	58	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	187		articStaccatoBelow									
15	15	117/2	117/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	188		articStaccatoBelow									
15	15	59	59	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	189		articStaccatoBelow									
15	15	119/2	119/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	190		articStaccatoBelow									
15	15	60	60	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	191		articTenutoBelow									
15	15	61	61	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	192		articAccentAbove									
15	15	123/2	123/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	193		articStaccatoAbove									
15	15	59	59	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	194		articAccentAbove									
15	15	119/2	119/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	195		articStaccatoAbove									
15	15	60	60	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	196		articStaccatoAbove									
15	15	121/2	121/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	197		articStaccatoAbove									
15	15	61	61	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	198		articStaccatoAbove									
15	15	123/2	123/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	199		articStaccatoAbove									
16	16	62	62	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	200		articStaccatoBelow									
16	16	125/2	125/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	201		articStaccatoBelow									
16	16	63	63	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	202		articStaccatoBelow									
16	16	127/2	127/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	203		articStaccatoBelow									
16	16	64	64	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	204		articTenutoBelow									
16	16	65	65	0.0	3/4	3/4	Dynamic	2/2	1	1	0				p										
16	16	65	65	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	205		articAccentBelow									
16	16	131/2	131/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	206		articStaccatoBelow									
16	16	62	62	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	207		articTenutoAbove									
16	16	63	63	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	208		articAccentAbove									
16	16	127/2	127/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	209		articStaccatoAbove									
16	16	64	64	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	210		articStaccatoBelow									
16	16	129/2	129/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	211		articStaccatoBelow									
16	16	65	65	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	212		articStaccatoBelow									
16	16	131/2	131/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	213		articStaccatoBelow									
17	17	66	66	0.0	0	0	Spanner	3/2	1	1	0														10
17	17	66	66	0.5	0	0	Chord	3/2	1	1	1/8	1/8	1	214		articStaccatoBelow									10
17	17	133/2	133/2	0.5	1/8	1/8	Chord	3/2	1	1	1/8	1/8	1	215		articStaccatoBelow									10
17	17	68	68	0.5	1/2	1/2	Chord	3/2	1	1	1/8	1/8	1	216		articAccentBelow									10
17	17	137/2	137/2	0.5	5/8	5/8	Chord	3/2	1	1	1/8	1/8	1	217		articStaccatoBelow									10
17	17	70	70	0.5	1	1	Chord	3/2	1	1	1/8	1/8	1	218		articAccentBelow									10
17	17	141/2	141/2	0.5	9/8	9/8	Chord	3/2	1	1	1/8	1/8	1	219		articStaccatoBelow									10
17	17	67	67	0.5	1/4	1/4	Chord	3/2	2	1	1/8	1/8	1	220		articStaccatoBelow									
17	17	135/2	135/2	0.5	3/8	3/8	Chord	3/2	2	1	1/8	1/8	1	221		articStaccatoBelow									
17	17	69	69	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	222		articStaccatoAbove									
17	17	139/2	139/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	223		articStaccatoAbove									
17	17	71	71	0.5	5/4	5/4	Chord	3/2	2	1	1/8	1/8	1	224		articStaccatoAbove									
17	17	143/2	143/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8	1/8	1	225		articStaccatoAbove									
18	18	72	72	0.0	0	0	Dynamic	2/2	1	1	0				f										
18	18	72	72	0.0	0	0	Spanner	2/2	1	1	0														
18	18	72	72	0.0	0	0	Spanner	2/2	1	1	0													3	
